"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"16/11/2023","58,516","58,060","58,880","57,604","740.90K","1.58%"
"15/11/2023","57,604","57,604","58,789","57,513","1.32M","1.94%"
"14/11/2023","56,511","56,328","57,695","56,237","734.80K","1.14%"
"13/11/2023","55,873","56,875","57,878","55,690","573.50K","-1.76%"
"10/11/2023","56,875","58,151","58,151","56,784","740.70K","-2.35%"
"09/11/2023","58,242","59,701","59,974","57,969","1.04M","-1.84%"
"08/11/2023","59,336","59,701","59,701","57,057","924.80K","0.00%"
"07/11/2023","59,336","60,430","60,886","59,154","441.80K","-1.66%"
"06/11/2023","60,339","58,789","60,339","58,242","571.80K","3.60%"
"03/11/2023","58,242","55,964","58,972","55,964","745.60K","4.07%"
"02/11/2023","55,964","52,774","55,964","52,774","719.70K","6.97%"
"01/11/2023","52,318","51,953","52,682","50,039","735.70K","1.23%"
"31/10/2023","51,680","55,508","55,599","51,680","840.80K","-6.74%"
"30/10/2023","55,417","57,513","57,513","55,417","379.90K","-3.65%"
"27/10/2023","57,513","60,065","60,065","56,602","997.30K","-4.68%"
"26/10/2023","60,339","61,979","62,435","60,156","389.10K","-4.34%"
"25/10/2023","63,073","62,891","63,529","62,435","223.50K","0.14%"
"24/10/2023","62,982","61,706","63,620","61,706","175.10K","1.92%"
"23/10/2023","61,797","63,802","63,802","61,797","315.20K","-3.14%"
"20/10/2023","63,802","62,344","63,802","61,979","209.50K","2.49%"
"19/10/2023","62,253","62,253","62,709","61,797","289.50K","0.00%"
"18/10/2023","62,253","63,711","63,711","61,524","511.40K","-2.29%"
"17/10/2023","63,711","65,169","65,261","63,711","352.50K","-1.41%"
"16/10/2023","64,623","63,893","65,443","63,893","664.20K","1.14%"
"13/10/2023","63,893","62,617","64,167","62,162","605.60K","1.74%"
"12/10/2023","62,800","62,344","62,800","62,162","526.20K","1.32%"
"11/10/2023","61,979","62,709","62,800","61,797","532.60K","-1.16%"
"10/10/2023","62,709","62,891","63,620","61,979","596.00K","0.00%"
